tx_name	gene_id
ENSCAFT00000040054	ENSCAFG00000025771
ENSCAFT00000040055	ENSCAFG00000025772
ENSCAFT00000040056	ENSCAFG00000025773
ENSCAFT00000040058	ENSCAFG00000025775
ENSCAFT00000040059	ENSCAFG00000025776
ENSCAFT00000040064	ENSCAFG00000025781
ENSCAFT00000040065	ENSCAFG00000025782
ENSCAFT00000040066	ENSCAFG00000025783
ENSCAFT00000040068	ENSCAFG00000025785
ENSCAFT00000040069	ENSCAFG00000025786
ENSCAFT00000040070	ENSCAFG00000025787
ENSCAFT00000040071	ENSCAFG00000025788
ENSCAFT00000040072	ENSCAFG00000025789
ENSCAFT00000040073	ENSCAFG00000025790
ENSCAFT00000040074	ENSCAFG00000025791
ENSCAFT00000040076	ENSCAFG00000025793
ENSCAFT00000040080	ENSCAFG00000025797
ENSCAFT00000040081	ENSCAFG00000025798
ENSCAFT00000040082	ENSCAFG00000025799
ENSCAFT00000040083	ENSCAFG00000025800
ENSCAFT00000040084	ENSCAFG00000025801
ENSCAFT00000040085	ENSCAFG00000025802
ENSCAFT00000040086	ENSCAFG00000025803
ENSCAFT00000040087	ENSCAFG00000025804
ENSCAFT00000040088	ENSCAFG00000025805
ENSCAFT00000040089	ENSCAFG00000025806
ENSCAFT00000040090	ENSCAFG00000025807
ENSCAFT00000040091	ENSCAFG00000025808
ENSCAFT00000040092	ENSCAFG00000025809
ENSCAFT00000040093	ENSCAFG00000025810
ENSCAFT00000040094	ENSCAFG00000025811
ENSCAFT00000040095	ENSCAFG00000025812
ENSCAFT00000040097	ENSCAFG00000025814
ENSCAFT00000040098	ENSCAFG00000025815
ENSCAFT00000040099	ENSCAFG00000025816
ENSCAFT00000040100	ENSCAFG00000025817
ENSCAFT00000040101	ENSCAFG00000025818
ENSCAFT00000040102	ENSCAFG00000025819
ENSCAFT00000040103	ENSCAFG00000025820
ENSCAFT00000040105	ENSCAFG00000025822
ENSCAFT00000040106	ENSCAFG00000025823
ENSCAFT00000040108	ENSCAFG00000025825
ENSCAFT00000040109	ENSCAFG00000025826
ENSCAFT00000040110	ENSCAFG00000025827
ENSCAFT00000040111	ENSCAFG00000025828
ENSCAFT00000040112	ENSCAFG00000025829
ENSCAFT00000040113	ENSCAFG00000025830
ENSCAFT00000040114	ENSCAFG00000025831
ENSCAFT00000040116	ENSCAFG00000025833
ENSCAFT00000040117	ENSCAFG00000025834
ENSCAFT00000040118	ENSCAFG00000025835
ENSCAFT00000040120	ENSCAFG00000025837
ENSCAFT00000040121	ENSCAFG00000025838
ENSCAFT00000040122	ENSCAFG00000025839
ENSCAFT00000040123	ENSCAFG00000025840
ENSCAFT00000040124	ENSCAFG00000025841
ENSCAFT00000040125	ENSCAFG00000025842
ENSCAFT00000040126	ENSCAFG00000025843
ENSCAFT00000040127	ENSCAFG00000025844
ENSCAFT00000040128	ENSCAFG00000025845
ENSCAFT00000040129	ENSCAFG00000025846
ENSCAFT00000040130	ENSCAFG00000025847
ENSCAFT00000040131	ENSCAFG00000025848
ENSCAFT00000040133	ENSCAFG00000025850
ENSCAFT00000040134	ENSCAFG00000025851
ENSCAFT00000040135	ENSCAFG00000025852
ENSCAFT00000040139	ENSCAFG00000025856
ENSCAFT00000040140	ENSCAFG00000025857
ENSCAFT00000040142	ENSCAFG00000025859
ENSCAFT00000040144	ENSCAFG00000025861
ENSCAFT00000040145	ENSCAFG00000025862
ENSCAFT00000040146	ENSCAFG00000025863
ENSCAFT00000040149	ENSCAFG00000025866
ENSCAFT00000040152	ENSCAFG00000025869
ENSCAFT00000040154	ENSCAFG00000025871
ENSCAFT00000040155	ENSCAFG00000025872
ENSCAFT00000040156	ENSCAFG00000025873
ENSCAFT00000040157	ENSCAFG00000025874
ENSCAFT00000040160	ENSCAFG00000025877
ENSCAFT00000040161	ENSCAFG00000025878
ENSCAFT00000040162	ENSCAFG00000025879
ENSCAFT00000040163	ENSCAFG00000025880
ENSCAFT00000040164	ENSCAFG00000025881
ENSCAFT00000040165	ENSCAFG00000025882
ENSCAFT00000040167	ENSCAFG00000025884
ENSCAFT00000040168	ENSCAFG00000025885
ENSCAFT00000040169	ENSCAFG00000025886
ENSCAFT00000040170	ENSCAFG00000025887
ENSCAFT00000040171	ENSCAFG00000025888
ENSCAFT00000040172	ENSCAFG00000025889
ENSCAFT00000040175	ENSCAFG00000025892
ENSCAFT00000040176	ENSCAFG00000025893
ENSCAFT00000040177	ENSCAFG00000025894
ENSCAFT00000040178	ENSCAFG00000025895
ENSCAFT00000040180	ENSCAFG00000025897
ENSCAFT00000040181	ENSCAFG00000025898
ENSCAFT00000040182	ENSCAFG00000025899
ENSCAFT00000040183	ENSCAFG00000025900
ENSCAFT00000040184	ENSCAFG00000025901
ENSCAFT00000040185	ENSCAFG00000025902
ENSCAFT00000040186	ENSCAFG00000025903
ENSCAFT00000040187	ENSCAFG00000025904
ENSCAFT00000040188	ENSCAFG00000025905
ENSCAFT00000040190	ENSCAFG00000025907
ENSCAFT00000040191	ENSCAFG00000025908
ENSCAFT00000040194	ENSCAFG00000025911
ENSCAFT00000040196	ENSCAFG00000025913
ENSCAFT00000040197	ENSCAFG00000025914
ENSCAFT00000040198	ENSCAFG00000025915
ENSCAFT00000040199	ENSCAFG00000025916
ENSCAFT00000040200	ENSCAFG00000025917
ENSCAFT00000040202	ENSCAFG00000025919
ENSCAFT00000040203	ENSCAFG00000025920
ENSCAFT00000040204	ENSCAFG00000025921
ENSCAFT00000040206	ENSCAFG00000025923
ENSCAFT00000040207	ENSCAFG00000025924
ENSCAFT00000040208	ENSCAFG00000025925
ENSCAFT00000040209	ENSCAFG00000025926
ENSCAFT00000040210	ENSCAFG00000025927
ENSCAFT00000040211	ENSCAFG00000025928
ENSCAFT00000040212	ENSCAFG00000025929
ENSCAFT00000040214	ENSCAFG00000025931
ENSCAFT00000040216	ENSCAFG00000025933
ENSCAFT00000040217	ENSCAFG00000025934
ENSCAFT00000040218	ENSCAFG00000025935
ENSCAFT00000040219	ENSCAFG00000025936
ENSCAFT00000040220	ENSCAFG00000025937
ENSCAFT00000040221	ENSCAFG00000025938
ENSCAFT00000040222	ENSCAFG00000025939
ENSCAFT00000040223	ENSCAFG00000025940
ENSCAFT00000040224	ENSCAFG00000025941
ENSCAFT00000040225	ENSCAFG00000025942
ENSCAFT00000040226	ENSCAFG00000025943
ENSCAFT00000040227	ENSCAFG00000025944
ENSCAFT00000040229	ENSCAFG00000025946
ENSCAFT00000040230	ENSCAFG00000025947
ENSCAFT00000040232	ENSCAFG00000025949
ENSCAFT00000040233	ENSCAFG00000025950
ENSCAFT00000040234	ENSCAFG00000025951
ENSCAFT00000040236	ENSCAFG00000025953
ENSCAFT00000040237	ENSCAFG00000025954
ENSCAFT00000040238	ENSCAFG00000025955
ENSCAFT00000040239	ENSCAFG00000025956
ENSCAFT00000040240	ENSCAFG00000025957
ENSCAFT00000040241	ENSCAFG00000025958
ENSCAFT00000040243	ENSCAFG00000025960
ENSCAFT00000040245	ENSCAFG00000025962
ENSCAFT00000040246	ENSCAFG00000025963
ENSCAFT00000040247	ENSCAFG00000025964
ENSCAFT00000040248	ENSCAFG00000025965
ENSCAFT00000040249	ENSCAFG00000025966
ENSCAFT00000040250	ENSCAFG00000025967
ENSCAFT00000040252	ENSCAFG00000025969
ENSCAFT00000040254	ENSCAFG00000025971
ENSCAFT00000040255	ENSCAFG00000025972
ENSCAFT00000040256	ENSCAFG00000025973
ENSCAFT00000040257	ENSCAFG00000025974
ENSCAFT00000040258	ENSCAFG00000025975
ENSCAFT00000040259	ENSCAFG00000025976
ENSCAFT00000040260	ENSCAFG00000025977
ENSCAFT00000040261	ENSCAFG00000025978
ENSCAFT00000040262	ENSCAFG00000025979
ENSCAFT00000040263	ENSCAFG00000025980
ENSCAFT00000040264	ENSCAFG00000025981
ENSCAFT00000040265	ENSCAFG00000025982
ENSCAFT00000040266	ENSCAFG00000025983
ENSCAFT00000040267	ENSCAFG00000025984
ENSCAFT00000040268	ENSCAFG00000025985
ENSCAFT00000040269	ENSCAFG00000025986
ENSCAFT00000040271	ENSCAFG00000025988
ENSCAFT00000040272	ENSCAFG00000025989
ENSCAFT00000040274	ENSCAFG00000025991
ENSCAFT00000040275	ENSCAFG00000025992
ENSCAFT00000040277	ENSCAFG00000025994
ENSCAFT00000040279	ENSCAFG00000025996
ENSCAFT00000040280	ENSCAFG00000025997
ENSCAFT00000040281	ENSCAFG00000025998
ENSCAFT00000040282	ENSCAFG00000025999
ENSCAFT00000040283	ENSCAFG00000026000
ENSCAFT00000040284	ENSCAFG00000026001
ENSCAFT00000040285	ENSCAFG00000026002
ENSCAFT00000040286	ENSCAFG00000026003
ENSCAFT00000040288	ENSCAFG00000026005
ENSCAFT00000040289	ENSCAFG00000026006
ENSCAFT00000040291	ENSCAFG00000026008
ENSCAFT00000040293	ENSCAFG00000026010
ENSCAFT00000040294	ENSCAFG00000026011
ENSCAFT00000040295	ENSCAFG00000026012
ENSCAFT00000040296	ENSCAFG00000026013
ENSCAFT00000040297	ENSCAFG00000026014
ENSCAFT00000040300	ENSCAFG00000026017
ENSCAFT00000040301	ENSCAFG00000026018
ENSCAFT00000040302	ENSCAFG00000026019
ENSCAFT00000040303	ENSCAFG00000026020
ENSCAFT00000040304	ENSCAFG00000026021
ENSCAFT00000040306	ENSCAFG00000026023
ENSCAFT00000040307	ENSCAFG00000026024
ENSCAFT00000040309	ENSCAFG00000026026
ENSCAFT00000040311	ENSCAFG00000026028
ENSCAFT00000040312	ENSCAFG00000026029
ENSCAFT00000040313	ENSCAFG00000026030
ENSCAFT00000040314	ENSCAFG00000026031
ENSCAFT00000040315	ENSCAFG00000026032
ENSCAFT00000040316	ENSCAFG00000026033
ENSCAFT00000040318	ENSCAFG00000026035
ENSCAFT00000040319	ENSCAFG00000026036
ENSCAFT00000040320	ENSCAFG00000026037
ENSCAFT00000040321	ENSCAFG00000026038
ENSCAFT00000040322	ENSCAFG00000026039
ENSCAFT00000040323	ENSCAFG00000026040
ENSCAFT00000040325	ENSCAFG00000026042
ENSCAFT00000040326	ENSCAFG00000026043
ENSCAFT00000040327	ENSCAFG00000026044
ENSCAFT00000040328	ENSCAFG00000026045
ENSCAFT00000040329	ENSCAFG00000026046
ENSCAFT00000040330	ENSCAFG00000026047
ENSCAFT00000040333	ENSCAFG00000026050
ENSCAFT00000040334	ENSCAFG00000026051
ENSCAFT00000040336	ENSCAFG00000026053
ENSCAFT00000040337	ENSCAFG00000026054
ENSCAFT00000040338	ENSCAFG00000026055
ENSCAFT00000040339	ENSCAFG00000026056
ENSCAFT00000040340	ENSCAFG00000026057
ENSCAFT00000040342	ENSCAFG00000026059
ENSCAFT00000040343	ENSCAFG00000026060
ENSCAFT00000040345	ENSCAFG00000026062
ENSCAFT00000040346	ENSCAFG00000026063
ENSCAFT00000040347	ENSCAFG00000026064
ENSCAFT00000040349	ENSCAFG00000026066
ENSCAFT00000040350	ENSCAFG00000026067
ENSCAFT00000040352	ENSCAFG00000026069
ENSCAFT00000040353	ENSCAFG00000026070
ENSCAFT00000040356	ENSCAFG00000026073
ENSCAFT00000040357	ENSCAFG00000026074
ENSCAFT00000040359	ENSCAFG00000026076
ENSCAFT00000040362	ENSCAFG00000026079
ENSCAFT00000040363	ENSCAFG00000026080
ENSCAFT00000040364	ENSCAFG00000026081
ENSCAFT00000040365	ENSCAFG00000026082
ENSCAFT00000040367	ENSCAFG00000026084
ENSCAFT00000040368	ENSCAFG00000026085
ENSCAFT00000040369	ENSCAFG00000026086
ENSCAFT00000040370	ENSCAFG00000026087
ENSCAFT00000040371	ENSCAFG00000026088
ENSCAFT00000040372	ENSCAFG00000026089
ENSCAFT00000040373	ENSCAFG00000026090
ENSCAFT00000040377	ENSCAFG00000026094
ENSCAFT00000040378	ENSCAFG00000026095
ENSCAFT00000040379	ENSCAFG00000026096
ENSCAFT00000040381	ENSCAFG00000026098
ENSCAFT00000040382	ENSCAFG00000026099
ENSCAFT00000040383	ENSCAFG00000026100
ENSCAFT00000040384	ENSCAFG00000026101
ENSCAFT00000040385	ENSCAFG00000026102
ENSCAFT00000040386	ENSCAFG00000026103
ENSCAFT00000040389	ENSCAFG00000026106
ENSCAFT00000040393	ENSCAFG00000026110
ENSCAFT00000040394	ENSCAFG00000026111
ENSCAFT00000040395	ENSCAFG00000026112
ENSCAFT00000040396	ENSCAFG00000026113
ENSCAFT00000040397	ENSCAFG00000026114
ENSCAFT00000040398	ENSCAFG00000026115
ENSCAFT00000040400	ENSCAFG00000026117
ENSCAFT00000040401	ENSCAFG00000026118
ENSCAFT00000040402	ENSCAFG00000026119
ENSCAFT00000040403	ENSCAFG00000026120
ENSCAFT00000040406	ENSCAFG00000026123
ENSCAFT00000040407	ENSCAFG00000026124
ENSCAFT00000040408	ENSCAFG00000026125
ENSCAFT00000040409	ENSCAFG00000026126
ENSCAFT00000040411	ENSCAFG00000026128
ENSCAFT00000040412	ENSCAFG00000026129
ENSCAFT00000040414	ENSCAFG00000026131
ENSCAFT00000040418	ENSCAFG00000026135
ENSCAFT00000040419	ENSCAFG00000026136
ENSCAFT00000040421	ENSCAFG00000026138
ENSCAFT00000040423	ENSCAFG00000026140
ENSCAFT00000040424	ENSCAFG00000026141
ENSCAFT00000040425	ENSCAFG00000026142
ENSCAFT00000040426	ENSCAFG00000026143
ENSCAFT00000040428	ENSCAFG00000026145
ENSCAFT00000040430	ENSCAFG00000026147
ENSCAFT00000040431	ENSCAFG00000026148
ENSCAFT00000040432	ENSCAFG00000026149
ENSCAFT00000040433	ENSCAFG00000026150
ENSCAFT00000040434	ENSCAFG00000026151
ENSCAFT00000040437	ENSCAFG00000026154
ENSCAFT00000040438	ENSCAFG00000026155
ENSCAFT00000040441	ENSCAFG00000026158
ENSCAFT00000040442	ENSCAFG00000026159
ENSCAFT00000040443	ENSCAFG00000026160
ENSCAFT00000040444	ENSCAFG00000026161
ENSCAFT00000040446	ENSCAFG00000026163
ENSCAFT00000040447	ENSCAFG00000026164
ENSCAFT00000040449	ENSCAFG00000026166
ENSCAFT00000040450	ENSCAFG00000026167
ENSCAFT00000040455	ENSCAFG00000026172
ENSCAFT00000040458	ENSCAFG00000026175
ENSCAFT00000040459	ENSCAFG00000026176
ENSCAFT00000040460	ENSCAFG00000026177
ENSCAFT00000040464	ENSCAFG00000026181
ENSCAFT00000040465	ENSCAFG00000026182
ENSCAFT00000040466	ENSCAFG00000026183
ENSCAFT00000040468	ENSCAFG00000026185
ENSCAFT00000040469	ENSCAFG00000026186
ENSCAFT00000040470	ENSCAFG00000026187
ENSCAFT00000040472	ENSCAFG00000026189
ENSCAFT00000040475	ENSCAFG00000026192
ENSCAFT00000040476	ENSCAFG00000026193
ENSCAFT00000040477	ENSCAFG00000026194
ENSCAFT00000040482	ENSCAFG00000026199
ENSCAFT00000040483	ENSCAFG00000026200
ENSCAFT00000040484	ENSCAFG00000026201
ENSCAFT00000040485	ENSCAFG00000026202
ENSCAFT00000040488	ENSCAFG00000026205
ENSCAFT00000040491	ENSCAFG00000026208
ENSCAFT00000040492	ENSCAFG00000026209
ENSCAFT00000040493	ENSCAFG00000026210
ENSCAFT00000040494	ENSCAFG00000026211
ENSCAFT00000040495	ENSCAFG00000026212
ENSCAFT00000040497	ENSCAFG00000026214
ENSCAFT00000040501	ENSCAFG00000026218
ENSCAFT00000040502	ENSCAFG00000026219
ENSCAFT00000040503	ENSCAFG00000026220
ENSCAFT00000040505	ENSCAFG00000026222
ENSCAFT00000040506	ENSCAFG00000026223
ENSCAFT00000040507	ENSCAFG00000026224
ENSCAFT00000040508	ENSCAFG00000026225
ENSCAFT00000040509	ENSCAFG00000026226
ENSCAFT00000040510	ENSCAFG00000026227
ENSCAFT00000040511	ENSCAFG00000026228
ENSCAFT00000040512	ENSCAFG00000026229
ENSCAFT00000040513	ENSCAFG00000026230
ENSCAFT00000040514	ENSCAFG00000026231
ENSCAFT00000040515	ENSCAFG00000026232
ENSCAFT00000040517	ENSCAFG00000026234
ENSCAFT00000040518	ENSCAFG00000026235
ENSCAFT00000040519	ENSCAFG00000026236
ENSCAFT00000040520	ENSCAFG00000026237
ENSCAFT00000040521	ENSCAFG00000026238
ENSCAFT00000040522	ENSCAFG00000026239
ENSCAFT00000040524	ENSCAFG00000026241
ENSCAFT00000040525	ENSCAFG00000026242
ENSCAFT00000040528	ENSCAFG00000026245
ENSCAFT00000040529	ENSCAFG00000026246
ENSCAFT00000040530	ENSCAFG00000026247
ENSCAFT00000040531	ENSCAFG00000026248
ENSCAFT00000040532	ENSCAFG00000026249
ENSCAFT00000040534	ENSCAFG00000026251
ENSCAFT00000040535	ENSCAFG00000026252
ENSCAFT00000040536	ENSCAFG00000026253
ENSCAFT00000040537	ENSCAFG00000026254
ENSCAFT00000040539	ENSCAFG00000026256
ENSCAFT00000040542	ENSCAFG00000026259
ENSCAFT00000040543	ENSCAFG00000026260
ENSCAFT00000040544	ENSCAFG00000026261
ENSCAFT00000040546	ENSCAFG00000026263
ENSCAFT00000040547	ENSCAFG00000026264
ENSCAFT00000040548	ENSCAFG00000026265
ENSCAFT00000040549	ENSCAFG00000026266
ENSCAFT00000040553	ENSCAFG00000026270
ENSCAFT00000040555	ENSCAFG00000026272
ENSCAFT00000040556	ENSCAFG00000026273
ENSCAFT00000040557	ENSCAFG00000026274
ENSCAFT00000040558	ENSCAFG00000026275
ENSCAFT00000040559	ENSCAFG00000026276
ENSCAFT00000040560	ENSCAFG00000026277
ENSCAFT00000040561	ENSCAFG00000026278
ENSCAFT00000040562	ENSCAFG00000026279
ENSCAFT00000040563	ENSCAFG00000026280
ENSCAFT00000040564	ENSCAFG00000026281
ENSCAFT00000040565	ENSCAFG00000026282
ENSCAFT00000040566	ENSCAFG00000026283
ENSCAFT00000040567	ENSCAFG00000026284
ENSCAFT00000040568	ENSCAFG00000026285
ENSCAFT00000040570	ENSCAFG00000026287
ENSCAFT00000040571	ENSCAFG00000026288
ENSCAFT00000040573	ENSCAFG00000026290
ENSCAFT00000040574	ENSCAFG00000026291
ENSCAFT00000040575	ENSCAFG00000026292
ENSCAFT00000040577	ENSCAFG00000026294
ENSCAFT00000040579	ENSCAFG00000026296
ENSCAFT00000040580	ENSCAFG00000026297
ENSCAFT00000040581	ENSCAFG00000026298
ENSCAFT00000040582	ENSCAFG00000026299
ENSCAFT00000040583	ENSCAFG00000026300
ENSCAFT00000040584	ENSCAFG00000026301
ENSCAFT00000040585	ENSCAFG00000026302
ENSCAFT00000040587	ENSCAFG00000026304
ENSCAFT00000040588	ENSCAFG00000026305
ENSCAFT00000040589	ENSCAFG00000026306
ENSCAFT00000040590	ENSCAFG00000026307
ENSCAFT00000040591	ENSCAFG00000026308
ENSCAFT00000040592	ENSCAFG00000026309
ENSCAFT00000040593	ENSCAFG00000026310
ENSCAFT00000040594	ENSCAFG00000026311
ENSCAFT00000040595	ENSCAFG00000026312
ENSCAFT00000040596	ENSCAFG00000026313
ENSCAFT00000040597	ENSCAFG00000026314
ENSCAFT00000040598	ENSCAFG00000026315
ENSCAFT00000040599	ENSCAFG00000026316
ENSCAFT00000040600	ENSCAFG00000026317
ENSCAFT00000040601	ENSCAFG00000026318
ENSCAFT00000040603	ENSCAFG00000026320
ENSCAFT00000040604	ENSCAFG00000026321
ENSCAFT00000040605	ENSCAFG00000026322
ENSCAFT00000040606	ENSCAFG00000026323
ENSCAFT00000040607	ENSCAFG00000026324
ENSCAFT00000040610	ENSCAFG00000026327
ENSCAFT00000040611	ENSCAFG00000026328
ENSCAFT00000040612	ENSCAFG00000026329
ENSCAFT00000040614	ENSCAFG00000026331
ENSCAFT00000040616	ENSCAFG00000026333
ENSCAFT00000040617	ENSCAFG00000026334
ENSCAFT00000040618	ENSCAFG00000026335
ENSCAFT00000040619	ENSCAFG00000026336
ENSCAFT00000040620	ENSCAFG00000026337
ENSCAFT00000040621	ENSCAFG00000026338
ENSCAFT00000040623	ENSCAFG00000026340
ENSCAFT00000040624	ENSCAFG00000026341
ENSCAFT00000040627	ENSCAFG00000026344
ENSCAFT00000040628	ENSCAFG00000026345
ENSCAFT00000040629	ENSCAFG00000026346
ENSCAFT00000040630	ENSCAFG00000026347
ENSCAFT00000040631	ENSCAFG00000026348
ENSCAFT00000040632	ENSCAFG00000026349
ENSCAFT00000040633	ENSCAFG00000026350
ENSCAFT00000040636	ENSCAFG00000026353
ENSCAFT00000040637	ENSCAFG00000026354
ENSCAFT00000040638	ENSCAFG00000026355
ENSCAFT00000040639	ENSCAFG00000026356
ENSCAFT00000040642	ENSCAFG00000026359
ENSCAFT00000040643	ENSCAFG00000026360
ENSCAFT00000040645	ENSCAFG00000026362
ENSCAFT00000040647	ENSCAFG00000026364
ENSCAFT00000040648	ENSCAFG00000026365
ENSCAFT00000040649	ENSCAFG00000026366
ENSCAFT00000040650	ENSCAFG00000026367
ENSCAFT00000040651	ENSCAFG00000026368
ENSCAFT00000040653	ENSCAFG00000026370
ENSCAFT00000040654	ENSCAFG00000026371
ENSCAFT00000040655	ENSCAFG00000026372
ENSCAFT00000040656	ENSCAFG00000026373
ENSCAFT00000040657	ENSCAFG00000026374
ENSCAFT00000040660	ENSCAFG00000026377
ENSCAFT00000040663	ENSCAFG00000026380
ENSCAFT00000040664	ENSCAFG00000026381
ENSCAFT00000040667	ENSCAFG00000026384
ENSCAFT00000040668	ENSCAFG00000026385
ENSCAFT00000040670	ENSCAFG00000026387
ENSCAFT00000040671	ENSCAFG00000026388
ENSCAFT00000040672	ENSCAFG00000026389
ENSCAFT00000040673	ENSCAFG00000026390
ENSCAFT00000040674	ENSCAFG00000026391
ENSCAFT00000040676	ENSCAFG00000026393
ENSCAFT00000040677	ENSCAFG00000026394
ENSCAFT00000040678	ENSCAFG00000026395
ENSCAFT00000040679	ENSCAFG00000026396
ENSCAFT00000040680	ENSCAFG00000026397
ENSCAFT00000040681	ENSCAFG00000026398
ENSCAFT00000040682	ENSCAFG00000026399
ENSCAFT00000040684	ENSCAFG00000026401
ENSCAFT00000040685	ENSCAFG00000026402
ENSCAFT00000040689	ENSCAFG00000026406
ENSCAFT00000040690	ENSCAFG00000026407
ENSCAFT00000040691	ENSCAFG00000026408
ENSCAFT00000040693	ENSCAFG00000026410
ENSCAFT00000040694	ENSCAFG00000026411
ENSCAFT00000040697	ENSCAFG00000026414
ENSCAFT00000040698	ENSCAFG00000026415
ENSCAFT00000040699	ENSCAFG00000026416
ENSCAFT00000040700	ENSCAFG00000026417
ENSCAFT00000040701	ENSCAFG00000026418
ENSCAFT00000040703	ENSCAFG00000026420
ENSCAFT00000040704	ENSCAFG00000026421
ENSCAFT00000040706	ENSCAFG00000026423
ENSCAFT00000040708	ENSCAFG00000026425
ENSCAFT00000040709	ENSCAFG00000026426
ENSCAFT00000040710	ENSCAFG00000026427
ENSCAFT00000040711	ENSCAFG00000026428
ENSCAFT00000040720	ENSCAFG00000026437
ENSCAFT00000040722	ENSCAFG00000026439
ENSCAFT00000040723	ENSCAFG00000026440
ENSCAFT00000040724	ENSCAFG00000026441
ENSCAFT00000040725	ENSCAFG00000026442
ENSCAFT00000040726	ENSCAFG00000026443
ENSCAFT00000040728	ENSCAFG00000026445
ENSCAFT00000040731	ENSCAFG00000026448
ENSCAFT00000040734	ENSCAFG00000026451
ENSCAFT00000040735	ENSCAFG00000026452
ENSCAFT00000040737	ENSCAFG00000026454
ENSCAFT00000040740	ENSCAFG00000026457
ENSCAFT00000040741	ENSCAFG00000026458
ENSCAFT00000040742	ENSCAFG00000026459
ENSCAFT00000040743	ENSCAFG00000026460
ENSCAFT00000040745	ENSCAFG00000026462
ENSCAFT00000040746	ENSCAFG00000026463
ENSCAFT00000040747	ENSCAFG00000026464
ENSCAFT00000040748	ENSCAFG00000026465
ENSCAFT00000040749	ENSCAFG00000026466
ENSCAFT00000040750	ENSCAFG00000026467
ENSCAFT00000040751	ENSCAFG00000026468
ENSCAFT00000040752	ENSCAFG00000026469
ENSCAFT00000040753	ENSCAFG00000026470
ENSCAFT00000040754	ENSCAFG00000026471
ENSCAFT00000040755	ENSCAFG00000026472
ENSCAFT00000040756	ENSCAFG00000026473
ENSCAFT00000040758	ENSCAFG00000026475
ENSCAFT00000040759	ENSCAFG00000026476
ENSCAFT00000040760	ENSCAFG00000026477
ENSCAFT00000040761	ENSCAFG00000026478
ENSCAFT00000040763	ENSCAFG00000026480
ENSCAFT00000040769	ENSCAFG00000026486
ENSCAFT00000040770	ENSCAFG00000026487
ENSCAFT00000040771	ENSCAFG00000026488
ENSCAFT00000040773	ENSCAFG00000026490
ENSCAFT00000040775	ENSCAFG00000026492
ENSCAFT00000040778	ENSCAFG00000026495
ENSCAFT00000040780	ENSCAFG00000026497
ENSCAFT00000040781	ENSCAFG00000026498
ENSCAFT00000040782	ENSCAFG00000026499
ENSCAFT00000040783	ENSCAFG00000026500
ENSCAFT00000040786	ENSCAFG00000026503
ENSCAFT00000040787	ENSCAFG00000026504
ENSCAFT00000040788	ENSCAFG00000026505
ENSCAFT00000040789	ENSCAFG00000026506
ENSCAFT00000040790	ENSCAFG00000026507
ENSCAFT00000040792	ENSCAFG00000026509
ENSCAFT00000040796	ENSCAFG00000026513
ENSCAFT00000040799	ENSCAFG00000026516
ENSCAFT00000040800	ENSCAFG00000026517
ENSCAFT00000040803	ENSCAFG00000026520
ENSCAFT00000040807	ENSCAFG00000026524
ENSCAFT00000040808	ENSCAFG00000026525
ENSCAFT00000040814	ENSCAFG00000026531
ENSCAFT00000040815	ENSCAFG00000026532
ENSCAFT00000040816	ENSCAFG00000026533
ENSCAFT00000040819	ENSCAFG00000026536
ENSCAFT00000040821	ENSCAFG00000026538
ENSCAFT00000040824	ENSCAFG00000026541
ENSCAFT00000040828	ENSCAFG00000026545
ENSCAFT00000040829	ENSCAFG00000026546
ENSCAFT00000040830	ENSCAFG00000026547
ENSCAFT00000040831	ENSCAFG00000026548
ENSCAFT00000040834	ENSCAFG00000026551
ENSCAFT00000040841	ENSCAFG00000026558
ENSCAFT00000040842	ENSCAFG00000026559
ENSCAFT00000040845	ENSCAFG00000026562
ENSCAFT00000040852	ENSCAFG00000026569
ENSCAFT00000040854	ENSCAFG00000026571
ENSCAFT00000040855	ENSCAFG00000026572
ENSCAFT00000040858	ENSCAFG00000026575
ENSCAFT00000040861	ENSCAFG00000026578
ENSCAFT00000040862	ENSCAFG00000026579
ENSCAFT00000040864	ENSCAFG00000026581
ENSCAFT00000040866	ENSCAFG00000026583
ENSCAFT00000040867	ENSCAFG00000026584
ENSCAFT00000040873	ENSCAFG00000026590
ENSCAFT00000040875	ENSCAFG00000026592
ENSCAFT00000040877	ENSCAFG00000026594
ENSCAFT00000040883	ENSCAFG00000026600
ENSCAFT00000040884	ENSCAFG00000026601
ENSCAFT00000040885	ENSCAFG00000026602
ENSCAFT00000040886	ENSCAFG00000026603
ENSCAFT00000040887	ENSCAFG00000026604
ENSCAFT00000040888	ENSCAFG00000026605
ENSCAFT00000040889	ENSCAFG00000026606
ENSCAFT00000040890	ENSCAFG00000026607
ENSCAFT00000040891	ENSCAFG00000026608
ENSCAFT00000040893	ENSCAFG00000026610
ENSCAFT00000040894	ENSCAFG00000026611
ENSCAFT00000040897	ENSCAFG00000026614
ENSCAFT00000040898	ENSCAFG00000026615
ENSCAFT00000040899	ENSCAFG00000026616
ENSCAFT00000040900	ENSCAFG00000026617
ENSCAFT00000040901	ENSCAFG00000026618
ENSCAFT00000040903	ENSCAFG00000026620
ENSCAFT00000040904	ENSCAFG00000026621
ENSCAFT00000040905	ENSCAFG00000026622
ENSCAFT00000040906	ENSCAFG00000026623
ENSCAFT00000040908	ENSCAFG00000026625
ENSCAFT00000040909	ENSCAFG00000026626
